172,133
20,150
29,151
179,84
133,172
157,176
88,172
25,127
39,172
122,29
94,172
21,20
102,173
51,173
167,175
172,66
93,21
80,19
125,22
93,175
36,75
171,143
20,168
27,101
113,174
63,21
41,171
22,20
73,29
174,21
40,25
90,173
114,22
171,103
77,19
171,176
22,62
110,21
28,174
96,178
20,20
21,124
176,147
135,172
68,24
172,60
172,44
130,177
20,82
114,172
176,51
168,24
136,171
170,31
42,172
99,175
22,87
60,29
20,80
20,72
172,131
25,173
115,22
172,39
160,21
36,20
112,21
172,30
133,29
94,28
86,28
20,51
171,69
164,24
172,113
72,171
20,112
82,26
140,21
20,109
96,36
20,111
22,115
172,103
26,81
177,140
66,166
21,151
121,29
26,112
96,170
96,19
172,172
44,21
102,29
26,63
156,172
112,29
90,21
84,23
105,29
63,20
170,154
171,94
171,102
175,30
50,20
16,87
26,130
65,165
111,173
26,96
73,174
88,21
172,132
110,20
64,29
81,19
67,29
24,143
172,78
64,169
172,124
28,118
21,145
142,29
137,20
172,97
179,145
85,172
156,29
65,20
50,21
93,176
143,172
36,172
90,176
97,26
172,155
155,170
20,172
70,24
89,172
172,161
29,103
70,177
157,28
21,50
172,98
171,70
28,81
25,82
26,62
26,120
72,172
171,100
172,129
65,173
171,99
174,153
24,140
27,98
95,36
62,19
115,20
22,172
172,81
20,160
128,20
172,82
44,29
160,173
137,172
60,20
70,20
116,177
97,175
46,24
170,25
171,95
175,140
173,150
28,102
176,173
172,96
20,83
81,21
132,29
20,40
27,113
141,171
158,29
25,20
172,45
55,29
44,172
29,102
164,20
146,21
147,175
146,29
24,70
57,172
74,27
23,54
29,101
175,50
93,22
101,29
134,19
80,22
51,20
132,176
130,22
24,24
133,26
32,20
110,24
135,29
173,67
128,21
37,114
115,171
143,29
142,172
24,138
104,29
74,29
20,119
87,26
146,20
72,26
171,130
125,20
56,172
174,82
175,150
172,63
164,172
61,24
89,29
130,172
174,93
66,25
86,24
29,144
177,145
112,173
27,125
172,170
172,128
172,90
178,172
170,80
108,177
93,179
29,104
90,170
20,30
21,21
112,22
64,176
21,75
75,172
132,20
172,72
22,130
170,128
170,52
148,20
95,40
134,20
114,178
112,23
172,93
172,67
173,162
25,165
25,65
135,24
50,170
19,153
171,47
172,162
172,88
65,24
135,20
24,81
60,23
24,128
115,172
20,84
20,110
92,172
28,99
172,125
171,71
147,172
92,29
27,103
113,25
25,74
172,116
162,173
50,175
83,21
173,80
23,171
172,84
135,25
172,127
148,170
170,83
58,23
172,65
106,172
97,177
63,170
133,171
20,60
169,23
124,172
75,23
172,174
20,159
179,146
175,161
72,20
20,143
27,70
172,40
24,110
140,175
172,126
23,138
29,100
24,171
58,172
135,28
172,71
175,82
20,116
92,171
28,161
22,83
170,89
20,152
172,94
25,115
140,25
53,172
140,20
75,29
170,165
90,172
20,113
90,19
179,148
29,98
23,134
170,69
94,176
170,129
170,163
172,163
174,51
96,20
170,24
27,86
167,21
20,24
24,123
87,172
90,23
94,177
64,26
170,96
71,172
177,25
91,174
55,172
172,70
63,19
171,131
173,47
21,25
90,20
172,83
21,82
27,60
86,172
146,19
51,176
60,21
20,117
26,111
21,53
44,19
160,19
26,136
172,156
64,20
20,171
144,174
172,157
70,178
157,29
123,172
102,177
20,170
130,20
28,98
69,172
26,126
95,21
60,172
26,114
63,175
172,49
19,173
56,173
20,70
24,111
173,81
91,172
43,172
27,102
20,174
172,164
115,19
29,154
140,171
170,68
95,22
172,171
29,134
128,22
27,97
41,23
174,33
24,85
20,114
166,172
163,29
141,172
28,97
160,22
167,172
173,23
173,71
63,178
114,21
69,29
36,19
172,69
26,106
29,142
171,68
19,141
172,100
111,25
175,142
33,20
134,24
155,29
106,20
62,20
91,22
20,162
134,23
24,116
170,115
172,101
20,141
171,93
24,130
28,103
29,128
29,99
19,113
23,20
21,154
80,20
172,102
83,22
20,23
172,175
73,172
172,130
76,29
106,177
20,61
27,134
74,172
20,173
170,100
21,120
70,171
70,172
77,20
172,55
134,21
120,178
125,172
24,120
122,20
20,153
83,23
164,19
170,22
28,96
20,123
131,172
143,28
115,23
123,29
94,20
168,27
172,95
155,175
103,164
172,42
95,174
94,26
52,172
20,124
134,25
26,25
20,120
56,29
173,101
152,176
172,68
172,29
172,50
61,20
144,172
29,105
29,46
114,20
171,128
40,172
105,170
81,20
29,165
28,101
170,23
92,20
163,178
44,20
165,23
23,19
114,171
22,143
172,114
25,85
77,179
160,174
113,172
133,20
172,115
172,99
20,38
103,29
20,74
50,22
134,172
174,20
20,140
171,54
26,76
44,27
