8,19
16,16
19,7
0,2
19,0
3,14
15,11
14,12
3,19
3,0
6,1
5,16
18,12
1,12
17,17
17,7
13,2
3,1
19,3
2,13
14,0
18,10
7,1
9,18
0,11
6,0
0,7
10,18
0,10
18,15
19,10
16,19
2,0
19,11
6,13
13,5
0,9
15,19
15,4
8,1
15,0
17,11
4,18
10,6
0,1
16,18
16,17
16,3
15,3
15,9
18,11
1,1
7,7
13,18
17,5
0,15
18,7
18,19
4,12
16,6
4,13
1,15
19,6
6,17
0,8
8,6
17,18
1,5
10,12
0,12
10,0
2,15
15,18
15,2
10,8
1,18
3,13
17,16
4,17
18,16
13,12
2,18
12,13
9,7
14,1
18,14
3,5
1,10
8,4
16,10
3,11
4,0
12,6
6,11
0,4
17,2
4,2
2,7
8,5
10,19
16,9
10,7
1,6
0,14
17,19
1,17
15,1
17,12
15,10
5,18
16,5
1,11
15,12
8,11
7,11
1,0
8,12
12,0
3,17
3,7
11,19
19,18
2,8
19,2
2,6
12,1
7,5
5,17
13,1
17,15
10,17
15,7
11,16
11,17
1,13
12,18
15,17
17,1
0,13
2,3
3,2
19,17
11,6
18,13
13,0
11,12
0,17
17,8
13,7
18,8
3,12
5,0
16,13
5,1
17,4
19,8
